businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,workYear,salary,description
['独墅湖'],苏州,苏州瑞翼信息技术有限公司,瑞翼,150-500人,2018-08-10 11:34:19,吴中区,本科,移动互联网,[],全职,4866895,1-3年,10k-20k,"职位描述：

岗位职责：
1、基于数据标签对现有业务提供运营逻辑建议，制定营销计划，投放人群规则筛选等；
2、基于运营的反馈数据进行分析，优化迭代运营逻辑，调整营销策略；
2、对于所有的数据分析形成运营报告。
任职要求：
1、本科学历须211院校以上，硕士及以上学历不限院校, 计算机软件及相关专业；
2、对数据敏感并有很强的洞察能力，快速从繁杂数据中发现问题；
3、极强的业务学习能力，能够把数据和业务紧密联系；
4、2年以上数据运营或数据分析经验，掌握Hive或SQL，精通Excel。"
['独墅湖'],苏州,上海策炬网络科技有限公司苏州分公司,策炬网络,15-50人,2018-08-15 11:34:08,工业园区,本科,游戏,[],全职,5002361,3-5年,8k-16k,"职位描述：


职位描述：
工作内容：
1、构建微信公众号运营数据分析模型；
2、对运营各关键节点基础数据进行深度分析和挖掘；
3、协助业务部门解决各类专项数据统计和分析需求；
4、挖掘用户行为数据并形成分析报告，支持战略及运营策略；
 
任职要求：
1、本科及以上学历；
2、数据分析岗位相关工作经历，有海量数据分析经验（互联网数据分析用户属性、行为特征方面经验优先）；
3、理解数据挖掘的原理，掌握相关的算法及应用，至少掌握一种或者几种主流数据库，如MySQL、Oracle、SQLServer等，精通SQL语句，必须精通Excel软件，高效处理数据，会写Python爬虫程序优先；
4、良好的逻辑分析能力，对数据敏感；有良好的书面表达和口头沟通能力，能够熟练撰写分析报告。
职能类别：大数据开发/分析"
['东渚'],苏州,苏州优圣美智能系统有限公司,Yosemei,15-50人,2018-08-24 12:56:58,高新区,本科,数据服务,[],全职,4657952,3-5年,10k-15k,"职位描述：

职位描述：
1.依据不同业务的需求，构建业务模型
2.数据仓库建设及维护
3.熟悉数据清理、抽取逻辑过程
4.报表开发及数据分析

职位要求：
1、计算机或相关专业本科及以上学历；
2、三年以上数据库设计和开发经验；
3、精通SQL Server、MySql或Oracle等数据库的开发及性能调优；
4、精通某一种或几种BI产品如MSTR、pentaho、BO、Cognos等；
5、熟悉数据仓库ETL理论及开发；
6、具备如下一种或多种统计和数据挖掘软件使用经验，如R语言、SPSS、SAS等优先；
7、有HADOOPSQL管理经验者更佳；
8、具备一定的Linux相关经验；
9、具有独立业务需求分析能力；
10、曾参与大型BI项目的实施，良好的自我学习能力、团队协作能力；
11、有强烈的进取精神，能够在压力下工作。
12、有一定的英语口语表达能力。"
"['独墅湖', '独墅湖']",苏州,苏州瑞翼信息技术有限公司,瑞翼,150-500人,2018-08-20 16:16:31,吴中区,本科,移动互联网,['大数据'],全职,4106610,1-3年,10k-20k,"职位描述：

岗位职责：
1、基于数据标签对现有业务提供运营逻辑建议，制定营销计划，投放人群规则筛选等；
2、基于运营的反馈数据进行分析，优化迭代运营逻辑，调整营销策略；
2、对于所有的数据分析形成运营报告。
任职要求：
1、本科学历须211院校以上，硕士及以上学历不限院校, 计算机软件及相关专业；
2、对数据敏感并有很强的洞察能力，快速从繁杂数据中发现问题；
3、极强的业务学习能力，能够把数据和业务紧密联系；
4、2年以上数据运营或数据分析经验，掌握Hive或SQL，精通Excel。"
"['西门', '翠柏路', '南门']",宁波,宁波邻家网络科技有限公司,草料二维码,50-150人,2018-08-23 09:04:50,海曙区,本科,"移动互联网,其他","['大数据', '金融']",全职,4704007,1-3年,14k-25k,"职位描述：

你需要做的是：
1、创新性思维，挖掘业务核心痛点，用数据的力量，技术的力量建设数据产品化的客户中心；
2、快速并充分理解业务，搭建有效的自动化监控及可视化体系，用数据来体现业务工作的水平，建立分析指标体系；
3、确保各指标、各数据的准确性及有效性，能及时定位并修复异常数据问题；
4、以数据驱动业务，挖掘业务策略和流程的可优化点，提供有效的数据分析结果作为比对支持；
5、与业务部门、产品部门紧密合作，推进草料二维码相关产品的服务体系和系统的建设，在实际业务中进行验证，用结果去影响公司产品在服务体系和系统建设；
我们希望你是：
1、本科及以上学历，数学、计算机、统计学或金融等相关专业，2年及以上工作经验；
2、熟练使用数据分析工具，熟悉数据仓库体系及数据埋点设计；
3、具备较高的数据逻辑和数据敏感性，有较强的业务思维能力及用户行为分析能力，有互联网行业数据分析经验、数据建模经验者优先；
4、具备积极解决各种难题的能力及良好的沟通、学习能力。
如果你是知名大学2018届、2019届毕业生，具有丰富的社会实践经验，热爱互联网，对大数据、算法等新技术和新方向有非常浓厚的兴趣，也欢迎投递简历。"
"['陈婆渡', '首南', '高教园区']",宁波,宁波知微瑞驰信息科技有限公司,知微,15-50人,2018-08-23 17:15:37,鄞州区,本科,"社交网络,企业服务","['企业服务', '商业']",全职,2067292,不限,3k-4k,"职位描述：

岗位职责：
1、品牌客户相关的行业资讯的日常跟踪，根据跟踪标签化的信息制作数据分析报告，包括日/周/月/季/年等常规的数据分析报告；
2、根据品牌客户在业务发展的过程中所延伸的相关需求，灵活应变，并对相关业务在社交媒体等平台上所延伸的数据，进行专业的数据分析，制作商业报告，提交客户；
3、根据自己所学专业，从业务角度、数据可视化角度对商业数据分析报告进行优化，提升服务的质量；
4、有团队意识，能够很好的服从项目经理的管理，并且能够快速响应品牌客户提出的分析需求。
 
任职要求：
1、熟练使用Excel进行数据分析；
2、较好的新闻学、统计学或者公共关系管理的基础；
3、对数据分析感兴趣，尤其是当下热门的数据新闻感兴趣，能够将日常的业务生动有趣的进行展示；
4、信息管理与信息系统、新闻学、公共关系管理、社会学、管理学等专业的优先考虑。"
,宁波,宁波萌牙电子商务有限公司,萌牙家,15-50人,2018-08-24 13:54:51,鄞州区,本科,"电子商务,移动互联网",[],全职,4476634,应届毕业生,5k-9k,"职位描述：

岗位职责：
1、负责统计数据的设计、采集与整理，形成数据报表、以支持产品、运营、商务、渠道决策；
2、负责数据挖掘，从数据中发现问题、发掘知识，影响长期的营销策略；
3、负责设计、维护数据平台。
4、根据公司业务，设计有效的数据指标体系，进行运营数据跟踪分析，结合业务日常看数和分析需求，设计并优化数据报表；
5、从产品、用户、市场等角度分析产品运营发展趋势，发现潜在的商业机会、风险或缺陷，提供决策数据支持
6、紧跟业务变化，在关键节点进行深入分析，为业务策略制定、效果评估和策略优化提供洞见；
7、根据公司需求，进行各个项目重点专项报告输出，针对目标用户细分群体进行相关底层数据建设，完成独立的分析和研究报告；
8、协助部门负责人完成公司业务发展规划，新领域拓展及其他重点商业分析工作。基于业务需求和数据价值洞察，设计并落地数据服务，推动数据化运营

任职要求：
1、本科及以上学历，数学、统计学、计算机、经济学、管理学等相关专业优先，有数据分析从业经验优先
2、具有很强的逻辑和数字分析能力，包括数据建模的能力
3、熟练使用SQL/Database, SPSS，Excel VBA等
4、热爱并有志于从事数据挖掘和分析工作

萌牙的用人标准：
    价值观是我们的唯一用人标准！
    我们将一直强调身体和思想上同步的艰苦奋斗，努力学习知识，学习他人，不断反思自己，纠正自己，从而有所创新，有所进取！
    高压下的鞭策和成长，是我们对待每一位战友的态度和期许！

萌牙的价值观：
不断学习、艰苦奋斗、团队合作。我们要求每位员工每月都要看2本以上图书，我们员工的工资和学习成果相关。你的待遇和你的成长速度成正比。
萌牙的信念：让每个人的口腔更健康，为生活展露健康自信的微笑！

萌牙可以为你提供：
1、轻松愉悦的工作氛围！90后组成的工作团队，可以让你轻松融入团队，给你温暖，教你技能，伴你成长！
2、看不完的书！帮助你提升知识面，进一步提高能力。公司分学习小组，让你在学习路上不孤单，也享受学习竞赛带来的乐趣。
3、培训体系！虽然还不够完善，但一直在不断完善，只为你能够有更高的工作效率,也会为你提供良好的职业规划建议！
4、冰箱、微波炉、吧台，还有各类花茶、咖啡和零食！希望给你紧张的工作带来一些帮助！
5、有竞争力的薪酬体系！我们正不断创造更高薪资的可能性！在萌牙，每个人都有可能拿到的期权！优厚的待遇：基本工资+餐补+全勤+提成+五险一金+年终奖+节假日现金红包+生日福利+员工旅游+部门活动！
6、广阔的发展空间！优先考虑内部晋升，你的舞台足够大！
我们欢迎能够和我们有共同信念的你加入，迎接挑战以及分享成长过程中的快乐以及痛苦！
我们不墨守成规，我们勇于创新，勇于挑战，为每个人的口腔健康做出我们的一份努力和贡献！"
,宁波,北京天广汇通科技有限公司,天广汇通,50-150人,2018-08-01 18:18:41,鄞州区,本科,"信息安全,数据服务","['移动互联网', 'C++', 'Python', '爬虫工程师', 'Java']",全职,4942080,1-3年,6k-12k,"职位描述：

岗位职责
1.了解客户的海量多类型数据，用大数据平台进行存储、整合、建模、计算和展示
2.跟客户沟通，了解客户需求，启发客户思维，挖掘出客户海量数据的潜在价值
3.研究数据挖掘或统计学习领域的前沿技术，并用算法解决实际问题

岗位要求

1.本科及以上学历， 1年以上数据相关工作经验
2.熟悉 Sql 语言，熟悉一种或者几种主流数据库, 如Hive、Mysql、Oracle、Sqlserver等
3.熟悉主流编程语言如 Python，Java，C++ 等均可，有一定的数据结构和操作系统相关基础
4.有数据 ETL 相关经验优先，有数据挖掘相关经验优先
5.强烈责任心，良好的沟通能力和团队协作能力，对数据处理和数据挖掘有浓厚的兴趣
6.有分布式、大数据、微服务等相关工作经验优先
7.强烈责任心，良好的沟通能力和团队协作能力，对大数据相关技术有浓厚的兴趣"
"['西门', '翠柏路', '南门']",宁波,宁波邻家网络科技有限公司,草料二维码,50-150人,2018-08-23 09:04:50,海曙区,本科,"移动互联网,其他",['大数据'],实习,4703938,应届毕业生,4k-8k,"职位描述：

你需要做的是： 
1、创新性思维，挖掘业务核心痛点，用数据的力量，技术的力量建设数据产品化的客户中心；
2、快速并充分理解业务，搭建有效的自动化监控及可视化体系，用数据来体现业务工作的水平，建立分析指标体系；
3、确保各指标、各数据的准确性及有效性，能及时定位并修复异常数据问题；
4、以数据驱动业务，挖掘业务策略和流程的可优化点，提供有效的数据分析结果作为比对支持；
5、与业务部门、产品部门紧密合作，推进草料二维码相关产品的服务体系和系统的建设，在实际业务中进行验证，用结果去影响公司产品在服务体系和系统建设；
我们希望你是：
1、本科及以上学历，2019届毕业生；
2、对草料产品有了解，同时具备良好的逻辑思维；
3、高度的责任心，优秀的沟通能力和团队协作能力；
4、热爱互联网，喜欢钻研；"
,宁波,宁波萌牙电子商务有限公司,萌牙家,15-50人,2018-08-26 15:05:26,鄞州区,本科,"电子商务,移动互联网","['电商', '用户研究', '需求分析', '电商']",全职,4476644,应届毕业生,5k-9k,"职位描述：

我们相信有趣的灵魂终会相遇！

投递简历之前，不妨先看一点东西吧：
（PS：建议您仔细阅读招聘信息，将招聘信息全部看完再投递简历。）

萌牙是一家以电动牙刷为主的电商品牌公司，而非一家以卖货为主的普通电商公司，所以我们要求公司所有的人员都能够有很强的学习能力，对市场营销，对大数据，对心理学、对管理学都能够有一定的兴趣。

萌牙的价值观：不断学习、艰苦奋斗、团队合作、乐于助人！
我们要求每位员工每月都要看4本以上图书，我们员工的工资和学习成果相关，你的待遇和你的成长速度成正比！
萌牙的信念：让每个人的口腔更健康，为生活展露健康自信的微笑！

萌牙的用人标准：
价值观是我们的唯一用人标准！
我们将一直强调身体和思想上同步的艰苦奋斗，努力学习知识，学习他人，不断反思自己，纠正自己，从而有所创新，有所进取！
高压下的鞭策和成长，是我们对待每一位战友的态度和期许！
我们欢迎所有有抱负、有野心，脚踏实地，能为自己的梦想而付出足够的努力和行动的人同我们一起奋斗、一起成长！
我们重视承诺，言出必行，对于弄虚作假、言而无实的情况零容忍！

以下是岗位相关：
岗位职责：
1、收集用户体验数据，建立并维护用户数据库，
2、基于用户运营数据分析，提出或优化运营策略，并推动落地执行；
3、结合业务特点，挖掘用户深层次需求，策划有针对性的运营活动，提升用户数据；
4、参与用户活动方案的撰写和实施，跟踪活动方案实施效果，并提出改进计划和方案并跟进落实；
5、以用户为中心、对各项核心数据负责

任职要求：
1、本科及以上学历，数学、统计学、计算机、经济学、管理学等相关专业优先，有数据分析从业经验优先
2、具有很强的逻辑和数字分析能力，包括数据建模的能力
3、熟练使用SQL/Database, SPSS，Excel VBA等
4、热爱并有志于从事数据挖掘和分析工作
其他：
1、双休，上班时间：8:30-17:30，其中11:30到13:30午休，要求每天中午看书30分钟以上、下班后自行安排阅读（需签学习承诺书），并按时上交读书笔记；
2、日清日结的工作习惯制度，包括日计划日总结、周计划周总结、月计划月总结，需要在下班后自行完成，并按时上交；

面试流程：电话面试(约3-10分钟）+笔试（40分钟以上）+面试（初面+复面）
面试须知：
1、由于我司面试准备工作较为繁琐，为保证您的面试体验，暂时仅接受电话、短信、邮件邀约后的面试，请见谅！
2、面试时须携带纸质简历一份、签字笔一支，请勿遗漏！

萌牙可以为你提供：
1、轻松愉悦的工作氛围！90后组成的工作团队，可以让你轻松融入团队，给你温暖，教你技能，伴你成长！
2、看不完的书！帮助你提升知识面，进一步提高能力。公司分学习小组，让你在学习路上不孤单，也享受学习竞赛带来的乐趣。
3、培训体系！虽然还不够完善，但一直在不断完善，只为你能够有更高的工作效率,也会为你提供良好的职业规划建议！
4、冰箱、微波炉、吧台，还有各类花茶、咖啡和零食！希望给你紧张的工作带来一些帮助！
5、有竞争力的薪酬体系！我们正不断创造更高薪资的可能性！在萌牙，每个人都有可能拿到的期权！优厚的待遇：基本工资+餐补+全勤+提成+五险一金+年终奖+节假日现金红包+生日福利+员工旅游+部门活动！
6、广阔的发展空间！优先考虑内部晋升，你的舞台足够大！
我们欢迎能够和我们有共同信念的你加入，迎接挑战以及分享成长过程中的快乐以及痛苦！
我们不墨守成规，我们勇于创新，勇于挑战，为每个人的口腔健康做出我们的一份努力和贡献！"
